Name,F,M,M_weight,F_weight
SUHA,10,0,0,1
SUHAIL,0,5,1,0
SUHANA,43,0,0,1
SUHANI,29,0,0,1
SUHEY,6,0,0,1
SUJEY,12,0,0,1
SUKANYA,20,0,0,1
SUKI,68,0,0,1
SULAIMAN,0,104,1,0
SULAY,33,0,0,1
SULAYMAN,0,20,1,0
SULEIKA,5,0,0,1
SULEIMAN,0,30,1,0
SULEMAN,0,5,1,0
SULLIVAN,0,327,1,0
SULLY,43,0,0,1
SULMA,5,0,0,1
SULTAN,0,108,1,0
SULTANA,5,0,0,1
SUMAIRA,6,0,0,1
SUMAIYA,121,0,0,1
SUMAIYAH,11,0,0,1
SUMAYA,129,0,0,1
SUMAYAH,11,0,0,1
SUMAYYAH,29,0,0,1
SUMER,6,0,0,1
SUMMER,2518,5,0.001981768,0.998018232
SUMNER,0,15,1,0
SUN,6,0,0,1
SUNDAY,42,0,0,1
SUNG,0,21,1,0
SUNIL,0,158,1,0
SUNITA,62,0,0,1
SUNNIE,5,0,0,1
SUNNY,281,215,0.433467742,0.566532258
SUNSHINE,100,0,0,1
SUNYA,5,0,0,1
SUPREME,0,23,1,0
SURA,62,0,0,1
SURAH,5,0,0,1
SURAIYA,6,0,0,1
SURAJ,0,74,1,0
SURI,456,0,0,1
SURIE,80,0,0,1
SURINA,5,0,0,1
SURIYAH,6,0,0,1
SURY,597,0,0,1
SURYA,5,10,0.666666667,0.333333333
SUSAN,122399,205,0.00167205,0.99832795
SUSANA,929,0,0,1
SUSANN,278,0,0,1
SUSANNA,1357,0,0,1
SUSANNAH,471,0,0,1
SUSANNE,3396,0,0,1
SUSETTE,35,0,0,1
SUSIE,1858,0,0,1
SUSY,28,0,0,1
SUTTON,42,0,0,1
SUZAN,688,0,0,1
SUZANA,57,0,0,1
SUZANN,258,0,0,1
SUZANNA,431,0,0,1
SUZANNAH,11,0,0,1
SUZANNE,26712,0,0,1
SUZETTE,1465,0,0,1
SUZI,11,0,0,1
SUZIE,44,0,0,1
SUZY,226,0,0,1
SUZZANNE,5,0,0,1
SUZZETTE,7,0,0,1
SVEA,6,0,0,1
SVEN,0,62,1,0
SVETLANA,12,0,0,1
SWARA,5,0,0,1
SWATI,5,0,0,1
SYAIRE,0,5,1,0
SYANNE,5,0,0,1
SYBIL,1081,0,0,1
SYD,31,0,0,1
SYDEL,18,0,0,1
SYDELL,429,0,0,1
SYDELLE,487,0,0,1
SYDNEE,126,0,0,1
SYDNEY,7681,1071,0.122372029,0.877627971
SYDNI,74,0,0,1
SYDNIE,124,0,0,1
SYED,0,1115,1,0
SYEDA,408,0,0,1
SYESHA,7,0,0,1
SYLAR,0,11,1,0
SYLAS,0,134,1,0
SYLIS,0,10,1,0
SYLVAN,0,111,1,0
SYLVESTER,0,1817,1,0
SYLVIA,27423,0,0,1
SYLVIE,311,0,0,1
SYLVIO,0,11,1,0
SYLWIA,7,0,0,1
SYMONE,164,0,0,1
SYMPHONY,172,0,0,1
SYNCERE,0,129,1,0
SYNDEE,5,0,0,1
SYNIAH,6,0,0,1
SYNTHIA,25,0,0,1
SYRAI,6,0,0,1
SYREETA,146,0,0,1
SYRIANA,15,0,0,1
SYRUS,0,11,1,0
SZYMON,0,15,1,0
TAALIYAH,5,0,0,1
TAARIQ,0,17,1,0
TAB,0,11,1,0
TABATHA,829,0,0,1
TABBATHA,5,0,0,1
TABETHA,147,0,0,1
TABITHA,2329,0,0,1
TACARA,11,0,0,1
TACARRA,5,0,0,1
TACUMA,0,7,1,0
TAD,0,135,1,0
TADEO,0,10,1,0
TADHG,0,5,1,0
TAE,0,5,1,0
TAELYN,5,0,0,1
TAELYNN,5,0,0,1
TAESHA,5,0,0,1
TAEVON,0,5,1,0
TAFARI,0,214,1,0
TAFT,0,5,1,0
TAHA,0,295,1,0
TAHANI,26,0,0,1
TAHEEM,0,10,1,0
TAHESHA,16,0,0,1
TAHIR,0,245,1,0
TAHIRA,105,0,0,1
TAHIRAH,83,0,0,1
TAHIRY,12,0,0,1
TAHISHA,62,0,0,1
TAHJ,0,204,1,0
TAHLIA,147,0,0,1
TAHMID,0,135,1,0
TAHMINA,6,0,0,1
TAHNEE,6,0,0,1
TAHSIN,0,17,1,0
TAI,74,104,0.584269663,0.415730337
TAIESHA,22,0,0,1
TAIGA,0,10,1,0
TAIMUR,0,5,1,0
TAINA,804,0,0,1
TAIQUAN,0,16,1,0
TAIRA,11,0,0,1
TAIS,13,0,0,1
TAISHA,819,0,0,1
TAISHMARA,6,0,0,1
TAIWAN,0,24,1,0
TAIYA,7,0,0,1
TAJ,0,430,1,0
TAJA,36,0,0,1
TAJAE,13,0,0,1
TAJAH,25,0,0,1
TAJANA,5,0,0,1
TAJANAE,18,0,0,1
TAJAY,0,5,1,0
TAJE,5,0,0,1
TAJH,0,39,1,0
TAJUANA,45,0,0,1
TAKAHIRO,0,6,1,0
TAKARA,37,0,0,1
TAKEEM,0,17,1,0
TAKEEMA,5,0,0,1
TAKEISHA,26,0,0,1
TAKESHA,32,0,0,1
TAKEYA,46,0,0,1
TAKIA,122,0,0,1
TAKIMA,10,0,0,1
TAKIRA,9,0,0,1
TAKISHA,214,0,0,1
TAKIYA,52,0,0,1
TAKIYAH,130,0,0,1
TAKODA,0,5,1,0
TAL,89,161,0.644,0.356
TALA,94,0,0,1
TALAL,0,5,1,0
TALAN,0,74,1,0
TALAYA,11,0,0,1
TALAYAH,5,0,0,1
TALEAH,24,0,0,1
TALEEK,0,5,1,0
TALEEN,8,0,0,1
TALEN,0,12,1,0
TALHA,0,148,1,0
TALI,130,0,0,1
TALIA,2964,0,0,1
TALIAH,147,0,0,1
TALIB,0,25,1,0
TALIBAH,6,0,0,1
TALIEK,0,5,1,0
TALIK,0,31,1,0
TALISA,71,0,0,1
TALISHA,201,0,0,1
TALITHA,29,0,0,1
TALIYA,28,0,0,1
TALIYAH,425,0,0,1
TALLULAH,163,0,0,1
TALON,0,196,1,0
TALYA,286,0,0,1
TAMA,6,0,0,1
TAMALA,25,0,0,1
TAMANNA,5,0,0,1
TAMAR,1302,24,0.018099548,0.981900452
TAMARA,7184,0,0,1
TAMARAH,15,0,0,1
TAMARI,5,0,0,1
TAMARRA,21,0,0,1
TAMATHA,85,0,0,1
TAMAYA,23,0,0,1
TAMBRA,6,0,0,1
TAMECA,17,0,0,1
TAMEEKA,239,0,0,1
TAMEEM,0,6,1,0
TAMEIKA,146,0,0,1
TAMEKA,804,0,0,1
TAMEKIA,18,0,0,1
TAMEL,0,27,1,0
TAMELA,86,0,0,1
TAMER,0,50,1,0
TAMERA,297,0,0,1
TAMESHA,99,0,0,1
TAMI,1648,0,0,1
TAMIA,1011,0,0,1
TAMIAH,17,0,0,1
TAMICA,121,0,0,1
TAMIE,107,0,0,1
TAMIEKA,35,0,0,1
TAMIKA,2233,0,0,1
TAMIKO,208,0,0,1
TAMIM,0,23,1,0
TAMIR,0,155,1,0
TAMIRA,11,0,0,1
TAMISHA,256,0,0,1
TAMIYA,26,0,0,1
TAMIYAH,33,0,0,1
TAMMARA,22,0,0,1
TAMMERA,5,0,0,1
TAMMEY,12,0,0,1
TAMMI,687,0,0,1
TAMMIE,1080,0,0,1
TAMMY,15660,25,0.00159388,0.99840612
TAMRA,244,0,0,1
TAMRE,5,0,0,1
TAMU,24,0,0,1
TAMYA,74,0,0,1
TAMYRA,7,0,0,1
TANA,165,0,0,1
TANAIRI,29,0,0,1
TANAISHA,33,0,0,1
TANASHA,18,0,0,1
TANASIA,193,0,0,1
TANAY,5,0,0,1
TANAYA,177,0,0,1
TANDRA,5,0,0,1
TANEEKA,10,0,0,1
TANEESHA,10,0,0,1
TANEISHA,106,0,0,1
TANEKA,47,0,0,1
TANEQUA,5,0,0,1
TANER,0,5,1,0
TANESHA,357,0,0,1
TANESHIA,11,0,0,1
TANGELA,11,0,0,1
TANIA,2974,0,0,1
TANIAH,24,0,0,1
TANIESHA,33,0,0,1
TANIKA,379,0,0,1
TANIKQUA,5,0,0,1
TANIQUA,151,0,0,1
TANIQUE,5,0,0,1
TANIS,5,0,0,1
TANISHA,2144,0,0,1
TANISHIA,6,0,0,1
TANITA,5,0,0,1
TANIYA,239,0,0,1
TANIYAH,146,0,0,1
TANJA,101,0,0,1
TANNER,15,1924,0.992264054,0.007735946
TANVEER,0,5,1,0
TANVI,33,0,0,1
TANVIR,0,63,1,0
TANYA,9979,0,0,1
TANYON,0,5,1,0
TANZANIA,18,0,0,1
TAQUAN,0,182,1,0
TAQUANA,26,0,0,1
TAQUASHA,10,0,0,1
TAQUASIA,5,0,0,1
TARA,16765,5,0.000298151,0.999701849
TARAH,153,0,0,1
TARAJI,119,0,0,1
TARALYNN,5,0,0,1
TARAN,0,5,1,0
TARAS,0,21,1,0
TAREK,0,202,1,0
TARELL,0,54,1,0
TAREVA,5,0,0,1
TARI,32,0,0,1
TARIA,5,0,0,1
TARICK,0,5,1,0
TARIG,0,5,1,0
TARIK,0,592,1,0
TARIKA,5,0,0,1
TARIN,11,0,0,1
TARINA,6,0,0,1
TARIQ,0,787,1,0
TARIQUE,0,17,1,0
TARITA,5,0,0,1
TARNISHA,10,0,0,1
TARON,0,76,1,0
TARRA,86,0,0,1
TARRAH,15,0,0,1
TARRELL,0,37,1,0
TARSHA,200,0,0,1
TARSHIA,5,0,0,1
TARYN,1494,0,0,1
TASEEN,0,39,1,0
TASFIA,46,0,0,1
TASHA,2126,0,0,1
TASHAN,0,12,1,0
TASHANA,121,0,0,1
TASHANNA,16,0,0,1
TASHARA,42,0,0,1
TASHAUN,0,5,1,0
TASHAUNA,32,0,0,1
TASHAWN,11,141,0.927631579,0.072368421
TASHAWNA,78,0,0,1
TASHEA,5,0,0,1
TASHEBA,6,0,0,1
TASHEEM,0,56,1,0
TASHEEMA,22,0,0,1
TASHEEN,11,0,0,1
TASHEENA,44,0,0,1
TASHEMA,29,0,0,1
TASHI,6,0,0,1
TASHIA,156,0,0,1
TASHIEM,0,6,1,0
TASHIKA,30,0,0,1
TASHIMA,38,0,0,1
TASHINA,28,0,0,1
TASHONDA,5,0,0,1
TASIA,222,0,0,1
TASMIA,17,0,0,1
TASNEEM,106,0,0,1
TASNIA,87,0,0,1
TASNIM,157,0,0,1
TATANISHA,28,0,0,1
TATE,10,294,0.967105263,0.032894737
TATIA,19,0,0,1
TATIANA,4104,0,0,1
TATIANNA,575,0,0,1
TATIYANA,158,0,0,1
TATIYANNA,10,0,0,1
TATJANA,5,0,0,1
TATUM,377,62,0.141230068,0.858769932
TATYANA,935,0,0,1
TATYANNA,213,0,0,1
TAUNYA,11,0,0,1
TAUREAN,0,140,1,0
TAURUS,0,18,1,0
TAUSHA,5,0,0,1
TAVARES,0,29,1,0
TAVIA,58,0,0,1
TAVIAN,0,39,1,0
TAVION,0,41,1,0
TAVIS,0,5,1,0
TAVON,0,195,1,0
TAWANA,918,0,0,1
TAWANDA,181,0,0,1
TAWANNA,335,0,0,1
TAWHID,0,5,1,0
TAWNY,11,0,0,1
TAWNYA,7,0,0,1
TAYA,169,0,0,1
TAYAH,16,0,0,1
TAYANA,7,0,0,1
TAYDEN,0,52,1,0
TAYE,0,10,1,0
TAYLA,193,0,0,1
TAYLAH,5,0,0,1
TAYLAR,17,0,0,1
TAYLEN,0,5,1,0
TAYLER,274,11,0.038596491,0.961403509
TAYLIN,17,0,0,1
TAYLOR,14483,3089,0.175791031,0.824208969
TAYLORE,5,0,0,1
TAYNA,17,0,0,1
TAYQUAN,0,25,1,0
TAYSHA,51,0,0,1
TAYSHAUN,0,21,1,0
TAYSHAWN,0,32,1,0
TAYVON,0,89,1,0
TEA,166,0,0,1
TEAGAN,941,130,0.121381886,0.878618114
TEAGHAN,23,0,0,1
TEAIRA,22,0,0,1
TEAIRRA,7,0,0,1
TEAL,15,0,0,1
TEANNA,87,0,0,1
TEARA,5,0,0,1
TEARRA,5,0,0,1
TEASIA,7,0,0,1
TECIA,5,0,0,1
TECLA,6,0,0,1
TED,0,3099,1,0
TEDD,0,17,1,0
TEDDI,5,0,0,1
TEDDY,0,2223,1,0
TEDRA,10,0,0,1
TEEGAN,11,5,0.3125,0.6875
TEELA,12,0,0,1
TEENA,207,0,0,1
TEGAN,187,12,0.060301508,0.939698492
TEHILA,298,0,0,1
TEHILLA,157,0,0,1
TEHYA,39,0,0,1
TEIGAN,26,0,0,1
TEISHA,76,0,0,1
TEJ,0,5,1,0
TEJAS,0,5,1,0
TEKIA,5,0,0,1
TELISA,5,0,0,1
TELISHA,15,0,0,1
TELLY,0,37,1,0
TEMA,5,0,0,1
TEMEKA,5,0,0,1
TEMIKA,17,0,0,1
TEMIMA,32,0,0,1
TEMITAYO,0,5,1,0
TEMITOPE,5,0,0,1
TEMMY,7,0,0,1
TEMPERANCE,73,0,0,1
TEMPEST,11,0,0,1
TEMPESTT,43,0,0,1
TEMUR,0,5,1,0
TENA,50,0,0,1
TENE,29,0,0,1
TENESHA,48,0,0,1
TENIKA,21,0,0,1
TENILLE,34,0,0,1
TENIQUA,5,0,0,1
TENISHA,249,0,0,1
TENLEY,86,0,0,1
TENNILLE,154,0,0,1
TENZIN,437,470,0.518191841,0.481808159
TENZING,0,5,1,0
TEO,0,119,1,0
TEODORO,0,25,1,0
TEOFILO,0,11,1,0
TEONA,5,0,0,1
TEQUAN,0,25,1,0
TEQUILA,12,0,0,1
TERA,134,0,0,1
TERANCE,0,71,1,0
TERELL,0,318,1,0
TERENCE,0,4894,1,0
TERESA,22218,0,0,1
TERESE,549,0,0,1
TERESITA,157,0,0,1
TERESSA,78,0,0,1
TEREZA,10,0,0,1
TERI,1808,0,0,1
TERIQUE,0,5,1,0
TERMAINE,0,5,1,0
TERON,0,8,1,0
TERRA,268,0,0,1
TERRANCE,0,4396,1,0
TERREL,0,198,1,0
TERRELL,12,2301,0.994811933,0.005188067
TERRELLE,0,5,1,0
TERRENCE,0,6869,1,0
TERRI,6142,12,0.001949951,0.998050049
TERRIA,5,0,0,1
TERRIANN,34,0,0,1
TERRIE,562,0,0,1
TERRILL,0,84,1,0
TERRILYN,5,0,0,1
TERRON,0,34,1,0
TERRY,6675,11966,0.641918352,0.358081648
TERRYL,0,5,1,0
TESFA,0,16,1,0
TESHA,93,0,0,1
TESHAWN,0,11,1,0
TESHIA,5,0,0,1
TESIA,5,0,0,1
TESLA,25,0,0,1
TESS,956,0,0,1
TESSA,2112,0,0,1
TESSIE,1516,0,0,1
TESSY,5,0,0,1
TEVIN,0,492,1,0
TEVON,0,74,1,0
TEYA,10,0,0,1
TEYANA,31,0,0,1
THAD,0,85,1,0
THADDEUS,0,2173,1,0
THADEUS,0,6,1,0
THAILY,13,0,0,1
THAIS,172,0,0,1
THALIA,1299,0,0,1
THALYA,7,0,0,1
THAMARA,5,0,0,1
THANE,0,5,1,0
THANIA,41,0,0,1
THATCHER,0,66,1,0
THEA,1074,0,0,1
THEADORA,7,0,0,1
THEADORE,0,54,1,0
THECLA,5,0,0,1
THEDA,219,0,0,1
THEIA,18,0,0,1
THELMA,8935,0,0,1
THEO,22,761,0.971902937,0.028097063
THEODOR,0,50,1,0
THEODORA,1656,0,0,1
THEODORE,5,26199,0.999809189,0.000190811
THEODOROS,0,28,1,0
THEOLA,5,0,0,1
THERESA,56474,62,0.001096646,0.998903354
THERESE,3560,0,0,1
THERESIA,5,0,0,1
THERON,0,403,1,0
THIAGO,0,733,1,0
THIERNO,0,114,1,0
THIERRY,0,47,1,0
THOM,0,6,1,0
THOMAS,762,239909,0.996833852,0.003166148
THOMASINA,583,0,0,1
THOMASINE,38,0,0,1
THOMPSON,0,15,1,0
THOMS,0,5,1,0
THOR,0,105,1,0
THORA,11,0,0,1
THORIN,0,13,1,0
THORNTON,0,27,1,0
THURMAN,0,59,1,0
THURNELL,0,5,1,0
THURSTON,0,36,1,0
TIA,1841,0,0,1
TIAGO,0,99,1,0
TIAN,0,5,1,0
TIANA,2384,0,0,1
TIANI,15,0,0,1
TIANNA,1100,0,0,1
TIANNI,5,0,0,1
TIARA,1732,0,0,1
TIARAH,14,0,0,1
TIARE,13,0,0,1
TIARRA,212,0,0,1
TIASHA,6,0,0,1
TIASIA,38,0,0,1
TIBERIUS,0,17,1,0
TIBOR,0,7,1,0
TICHINA,20,0,0,1
TIERA,134,0,0,1
TIERNAN,0,98,1,0
TIERNEY,159,0,0,1
TIERRA,498,0,0,1
TIESHA,329,0,0,1
TIEYSHA,6,0,0,1
TIFANNY,5,0,0,1
TIFANY,5,0,0,1
TIFFANEY,20,0,0,1
TIFFANI,796,0,0,1
TIFFANIE,392,0,0,1
TIFFANY,21985,38,0.001725469,0.998274531
TIFFAY,5,0,0,1
TIFFENY,5,0,0,1
TIFFINY,39,0,0,1
TIFFNEY,5,0,0,1
TIGER,0,19,1,0
TIHEIM,0,5,1,0
TIJUANA,76,0,0,1
TIKISHA,5,0,0,1
TILLIE,1212,0,0,1
TILLY,40,0,0,1
TIM,0,2286,1,0
TIMIKA,32,0,0,1
TIMMIE,0,23,1,0
TIMMOTHY,0,10,1,0
TIMMY,0,663,1,0
TIMONTHY,0,6,1,0
TIMOTHY,165,75260,0.997812396,0.002187604
TIMUR,0,96,1,0
TINA,19402,16,0.000823978,0.999176022
TINAMARIE,228,0,0,1
TINESHA,18,0,0,1
TING,5,0,0,1
TINISHA,33,0,0,1
TINO,0,29,1,0
TIONA,17,0,0,1
TIONNA,97,0,0,1
TIONNE,36,0,0,1
TIONNI,5,0,0,1
TIQUAN,0,16,1,0
TIRA,6,0,0,1
TIRRELL,0,10,1,0
TIRZAH,11,0,0,1
TISA,48,0,0,1
TISHA,608,0,0,1
TISHANA,7,0,0,1
TISHAWN,0,5,1,0
TITAN,0,61,1,0
TITIANA,10,0,0,1
TITO,0,268,1,0
TITUS,0,382,1,0
TIWANA,18,0,0,1
TIYANA,32,0,0,1
TIYANNA,10,0,0,1
TKEYAH,48,0,0,1
TOBA,144,0,0,1
TOBEY,11,19,0.633333333,0.366666667
TOBI,160,0,0,1
TOBIAS,0,1052,1,0
TOBIE,5,0,0,1
TOBIN,0,55,1,0
TOBY,3296,1117,0.253115794,0.746884206
TOCCARA,23,0,0,1
TOD,0,381,1,0
TODD,34,18736,0.998188599,0.001811401
TOI,28,0,0,1
TOM,0,4504,1,0
TOMA,0,13,1,0
TOMAS,0,1478,1,0
TOMASA,12,0,0,1
TOMASINA,5,0,0,1
TOMASITA,10,0,0,1
TOMASZ,0,53,1,0
TOMEKA,70,0,0,1
TOMER,0,78,1,0
TOMI,10,0,0,1
TOMIKA,111,0,0,1
TOMIKO,12,0,0,1
TOMMASO,0,32,1,0
TOMMI,5,0,0,1
TOMMIE,0,281,1,0
TOMMY,0,3511,1,0
TONA,5,0,0,1
TONETTE,7,0,0,1
TONEY,0,6,1,0
TONI,7564,6,0.000792602,0.999207398
TONIA,1265,0,0,1
TONIANN,748,0,0,1
TONIANNE,65,0,0,1
TONIE,5,0,0,1
TONIMARIE,52,0,0,1
TONISHA,116,0,0,1
TONJA,149,0,0,1
TONY,11,10191,0.99892178,0.00107822
TONYA,4356,0,0,1
TONYIA,15,0,0,1
TOPANGA,5,0,0,1
TOPAZ,10,0,0,1
TOR,0,16,1,0
TOREY,5,42,0.893617021,0.106382979
TORI,1525,5,0.003267974,0.996732026
TORIA,5,0,0,1
TORIAN,0,22,1,0
TORIANO,0,16,1,0
TORIE,11,0,0,1
TORIN,0,127,1,0
TORRANCE,0,47,1,0
TORRE,0,5,1,0
TORRELL,0,5,1,0
TORREY,0,111,1,0
TORRI,41,0,0,1
TORRIE,26,5,0.161290323,0.838709677
TORY,49,261,0.841935484,0.158064516
TOSCA,5,0,0,1
TOSHA,152,0,0,1
TOSHIA,11,0,0,1
TOURE,0,11,1,0
TOVA,709,0,0,1
TOVAH,16,0,0,1
TOVIA,0,134,1,0
TOWANA,84,0,0,1
TOWANDA,72,0,0,1
TOWANNA,20,0,0,1
TOWNES,0,5,1,0
TOYA,234,0,0,1
TOYIA,9,0,0,1
TRACE,0,89,1,0
TRACEE,124,0,0,1
TRACEY,8190,345,0.040421793,0.959578207
TRACI,1973,0,0,1
TRACIE,1346,0,0,1
TRACY,17355,2181,0.111640049,0.888359951
TRACYANN,11,0,0,1
TRAE,0,12,1,0
TRAEVON,0,11,1,0
TRAMAINE,0,22,1,0
TRAMEL,0,10,1,0
TRANA,93,0,0,1
TRANE,45,0,0,1
TRANY,333,0,0,1
TRAVIS,0,10127,1,0
TRAVON,0,192,1,0
TRAYVON,0,126,1,0
TRE,0,155,1,0
TREASURE,289,0,0,1
TREENA,20,0,0,1
TREMAIN,0,6,1,0
TREMAINE,0,261,1,0
TREMAYNE,0,184,1,0
TRENA,20,0,0,1
TRENT,0,1378,1,0
TRENTEN,0,20,1,0
TRENTON,0,864,1,0
TRENYCE,13,0,0,1
TREQUAN,0,5,1,0
TRESA,24,0,0,1
TRESHA,6,0,0,1
TRESHAWN,0,12,1,0
TRESSA,95,0,0,1
TREVA,13,0,0,1
TREVAUGHN,0,22,1,0
TREVER,0,143,1,0
TREVIN,0,21,1,0
TREVIS,0,34,1,0
TREVON,0,588,1,0
TREVOR,0,7485,1,0
TREY,0,844,1,0
TREYTON,0,6,1,0
TREYVON,0,195,1,0
TRIANA,8,0,0,1
TRICIA,3315,0,0,1
TRINA,1606,0,0,1
TRINETTE,6,0,0,1
TRINIDY,8,0,0,1
TRINITI,21,0,0,1
TRINITY,2553,0,0,1
TRIPP,0,6,1,0
TRISH,66,0,0,1
TRISHA,2177,0,0,1
TRISTA,421,0,0,1
TRISTAN,135,5946,0.977799704,0.022200296
TRISTEN,58,678,0.921195652,0.078804348
TRISTIAN,0,332,1,0
TRISTIN,0,248,1,0
TRISTON,0,347,1,0
TRISTYN,7,23,0.766666667,0.233333333
TRITON,0,5,1,0
TROI,15,0,0,1
TROY,42,7490,0.994423792,0.005576208
TRU,0,7,1,0
TRUDI,118,0,0,1
TRUDIE,5,0,0,1
TRUDY,1367,0,0,1
TRUE,0,7,1,0
TRUMAN,0,233,1,0
TRYSTAN,0,91,1,0
TRYSTEN,0,12,1,0
TSERING,16,0,0,1
TUCKER,0,1049,1,0
TUERE,12,0,0,1
TUESDAY,25,0,0,1
TULANI,5,0,0,1
TULLIO,0,24,1,0
TUNISHA,5,0,0,1
TUNISIA,19,0,0,1
TURHAN,0,6,1,0
TURNER,0,5,1,0
TUSHAR,0,5,1,0
TUVIA,0,38,1,0
TUWANA,8,0,0,1
TWANA,151,0,0,1
TWANDA,19,0,0,1
TWANNA,50,0,0,1
TWILA,5,0,0,1
TWYLA,10,0,0,1
TY,0,1063,1,0
TYANA,170,0,0,1
TYANNA,218,0,0,1
TYARA,8,0,0,1
TYASIA,254,0,0,1
TYCE,0,5,1,0
TYE,0,66,1,0
TYECHIA,10,0,0,1
TYEISHA,94,0,0,1
TYESE,5,0,0,1
TYESHA,452,0,0,1
TYESHIA,23,0,0,1
TYHEEM,0,41,1,0
TYHEIM,0,10,1,0
TYHESHA,5,0,0,1
TYHESSIA,14,0,0,1
TYIESHA,33,0,0,1
TYISHA,235,0,0,1
TYKEEM,0,20,1,0
TYLA,197,0,0,1
TYLAH,13,0,0,1
TYLAR,0,9,1,0
TYLEEK,0,41,1,0
TYLER,919,29398,0.969686974,0.030313026
TYLIEK,0,20,1,0
TYLIK,0,42,1,0
TYLIQUE,0,5,1,0
TYLIYAH,5,0,0,1
TYLOR,5,383,0.987113402,0.012886598
TYMEL,0,75,1,0
TYMERE,0,16,1,0
TYMIR,0,17,1,0
TYNASIA,6,0,0,1
TYNEISHA,5,0,0,1
TYNELL,0,5,1,0
TYNESHA,23,0,0,1
TYNISA,24,0,0,1
TYNISHA,91,0,0,1
TYQUAN,0,643,1,0
TYQUASIA,5,0,0,1
TYQUON,0,5,1,0
TYRA,708,0,0,1
TYRAH,6,0,0,1
TYRAN,0,17,1,0
TYRE,0,61,1,0
TYRECE,0,12,1,0
TYREE,0,731,1,0
TYREEK,0,348,1,0
TYREEM,0,5,1,0
TYREESE,0,72,1,0
TYREIK,0,75,1,0
TYREK,0,141,1,0
TYREKE,0,93,1,0
TYREL,0,88,1,0
TYRELL,0,1675,1,0
TYRELLE,0,33,1,0
TYRESE,0,720,1,0
TYRESSE,0,5,1,0
TYRICE,0,12,1,0
TYRICK,0,12,1,0
TYRIE,0,5,1,0
TYRIEK,0,140,1,0
TYRIK,0,131,1,0
TYRIN,0,5,1,0
TYRION,0,10,1,0
TYRIQ,0,89,1,0
TYRIQUE,0,159,1,0
TYROME,0,10,1,0
TYRON,0,450,1,0
TYRONE,15,7835,0.998089172,0.001910828
TYRONN,0,5,1,0
TYRONNE,0,32,1,0
TYRRELL,0,6,1,0
TYRUS,0,12,1,0
TYSEAN,0,132,1,0
TYSHA,18,0,0,1
TYSHAUN,0,167,1,0
TYSHAWN,0,943,1,0
TYSHEEM,0,20,1,0
TYSHEEN,0,6,1,0
TYSHON,0,68,1,0
TYSON,0,793,1,0
TYTIANA,27,0,0,1
TYTIANNA,5,0,0,1
TYUS,0,5,1,0
TYVON,0,30,1,0
TYWAN,0,40,1,0
TYWANA,28,0,0,1
TYWANNA,11,0,0,1
TYWON,0,6,1,0
TZIPORA,545,0,0,1
TZIPORAH,441,0,0,1
TZIPPORAH,59,0,0,1
TZIPPY,81,0,0,1
TZIREL,311,0,0,1
TZIRY,19,0,0,1
TZIVI,10,0,0,1
TZIVIA,272,0,0,1
TZIVY,28,0,0,1
TZURTY,17,0,0,1
TZVI,0,1731,1,0
UCHENNA,0,5,1,0
UDY,30,0,0,1
ULADIMIR,0,5,1,0
ULDINE,8,0,0,1
ULICES,0,5,1,0
ULISES,0,339,1,0
ULRIC,0,6,1,0
ULYSSES,0,666,1,0
UMA,176,0,0,1
UMAIMA,5,0,0,1
UMAIR,0,33,1,0
UMAIZA,8,0,0,1
UMAR,0,437,1,0
UMBERTO,0,169,1,0
UMER,0,38,1,0
UMME,13,0,0,1
UNA,368,0,0,1
UNIQUA,24,0,0,1
UNIQUE,547,280,0.338573156,0.661426844
UNKNOWN,46,104,0.693333333,0.306666667
URBAN,0,21,1,0
URI,0,158,1,0
URIAH,0,214,1,0
URIEL,0,681,1,0
URIJAH,0,52,1,0
URSULA,1670,0,0,1
USAMA,0,30,1,0
USHER,0,680,1,0
USMAN,0,279,1,0
USMON,0,6,1,0
UWE,0,5,1,0
UZAIR,0,46,1,0
UZIEL,0,20,1,0
UZZIAH,0,5,1,0
VADA,55,5,0.083333333,0.916666667
VADHIR,0,10,1,0
VADIM,0,6,1,0
VAL,22,141,0.865030675,0.134969325
VALARIE,1180,0,0,1
VALBONA,23,0,0,1
VALEN,0,11,1,0
VALENCIA,560,0,0,1
VALENE,30,0,0,1
VALENTIN,0,316,1,0
VALENTINA,4160,0,0,1
VALENTINE,34,667,0.95149786,0.04850214
VALENTINO,0,523,1,0
VALERI,10,0,0,1
VALERIA,2064,0,0,1
VALERIE,25062,11,0.000438719,0.999561281
VALERY,542,0,0,1
VALICE,0,5,1,0
VALLERIE,5,0,0,1
VALLERY,5,0,0,1
VALLI,20,0,0,1
VALLORIE,6,0,0,1
VALON,0,17,1,0
VALORIE,274,0,0,1
VAN,0,853,1,0
VANCE,0,942,1,0
VANDA,5,0,0,1
VANESA,356,0,0,1
VANESSA,18806,32,0.001698694,0.998301306
VANETTA,12,0,0,1
VANIA,83,0,0,1
VANITY,82,0,0,1
VANNA,11,0,0,1
VANNESA,10,0,0,1
VANNESS,0,5,1,0
VANNESSA,64,0,0,1
VANSH,0,22,1,0
VARICK,0,5,1,0
VARSHA,11,0,0,1
VARUN,0,139,1,0
VASHON,0,13,1,0
VASHTI,22,0,0,1
VASILIKI,264,0,0,1
VASILIOS,0,389,1,0
