"Title","Average_2014","Male_2014","Female_2014","Gap_2014","Average_2015","Male_2015","Female_2015","Gap_2015","Average_2016","Male_2016","Female_2016","Gap_2016","Average_2017","Male_2017","Female_2017","Gap_2017","Average_2018","Male_2018","Female_2018","Gap_2018","Average_2019","Male_2019","Female_2019","Gap_2019","Average_2020","Male_2020","Female_2020","Gap_2020"
"ASSISTANT DIRECTOR OF FORENSIC BIOLOGY",139230.870316274,139230.870316274,139230.870316274,"0.0%",145340.840202477,145340.840202477,145340.840202477,"0.0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASSISTANT DIRECTOR OF INTERGROUP RELATIONS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92091.2160320912,88627.975411156,92092.2765975583,"-1.9%",96086.0839690098,103419.264440455,96084.6364815381,"3.7%",96377.2840854809,107379.457960392,96375.9978531778,"5.4%",66891,NA,66891,NA
"ASSISTANT DIRECTOR OF LEGAL SERVICES",92908.0417820605,92903.4419558906,94984.9075790998,"-1.1%",112519.287443669,113941.193880154,108287.319418605,"2.5%",115588.351056033,118488.69350784,109844.971378334,"3.8%",115560.061891072,118397.740048478,112732.081478309,"2.5%",113492.95355647,117412.591408402,109598.845587702,"3.4%",131214.368172528,134330.607960225,128031.409082438,"2.4%",131462.909090909,131817.002469614,131162.938284477,"0.2%"
"ASSISTANT DIRECTOR OF TOXICOLOGY",148741.774068313,148741.774068313,148741.774068313,"0.0%",155268.694303134,155268.694303134,155268.694303134,"0.0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120851.363732469,NA,120851.363732469,NA,123600,NA,123600,NA
"ASSISTANT DISTRICT ATTORNEY",95538.8619548628,99102.4686458761,92489.6581046692,"3.5%",101720.101338187,104845.61896124,99063.598253635,"2.8%",101697.573625739,103511.305868512,100111.700724875,"1.7%",101641.576154622,102368.729095184,100965.765384851,"0.7%",98036.2117866597,98406.1571148286,97689.3323588387,"0.4%",103296.012531952,103592.118813176,103024.841785439,"0.3%",105258.305027933,105672.930411891,104895.994920779,"0.4%"
"ASSISTANT DISTRICT MANAGER",53842.2286956595,49727.1468562933,55830.2703724933,"-5.8%",55465.5514532048,50917.8860697117,56959.5305862952,"-5.6%",53617.192379017,48579.8765834833,55808.8157303615,"-6.9%",54681.8999606846,48695.4788862274,60921.0789360426,"-11.2%",55978.2098642272,49415.6683178411,61154.9902246709,"-10.6%",56611.1428493121,51905.0027998258,62685.1369453035,"-9.4%",58902.75,53000.5440968055,62585.2658267219,"-8.3%"
"ASSISTANT ELECTRICAL ENGINEER",63818.3742200144,64340.5594739821,62140.2049695171,"1.7%",66755.4241968064,66528.5972182893,67584.4152125387,"-0.8%",68200.158218748,67987.0430643532,69004.8787013826,"-0.7%",70318.4007997969,69687.9665056981,72152.5655899281,"-1.7%",68480.7773755731,67785.069727395,70688.2241336106,"-2.1%",70074.6795863812,69595.4373289592,72494.1944430762,"-2.0%",70966.8863636364,70437.9810635862,73712.727876961,"-2.3%"
"ASSISTANT ENVIRONMENTAL ENGINEER",63744.9084844167,63077.7472527075,67043.9157448402,"-3.0%",63960.8246656129,64038.8789621914,63654.1543146368,"0.3%",66926.4914197315,66617.2568102158,67863.4749908354,"-0.9%",68920.4038165444,68492.0092933486,70026.6089400676,"-1.1%",66288.0581704803,66417.5126041945,65975.9636854457,"0.3%",66567.9055863233,66529.3384646592,66630.470818663,"-0.1%",66403.5102040816,65781.2985201498,67746.6936473812,"-1.5%"
"ASSISTANT EXECUTIVE DIRECTOR",162758.213677808,179144.789584835,146461.761366808,"10.0%",171594.691231481,186975.395652037,163916.853521595,"6.6%",170963.808419948,187601.693543359,159890.919431545,"8.0%",169968.157521444,173775.980835226,167127.034672318,"2.0%",172739.595759149,176584.735450028,167019.159675245,"2.8%",181773.71113382,187030.263610037,171362.486369546,"4.4%",194448.333333333,204169.164808834,184762.913841755,"5.0%"
"ASSISTANT HIGHWAY TRANSPORTATION SPECIALIST",57048.7975854758,57432.4424096235,56006.8629183402,"1.3%",55335.1643939585,55616.9424338466,53833.4364382078,"1.6%",51873.8814347755,53088.9091660386,49015.6700016933,"4.0%",59256.8650899545,58997.6251195186,59860.952917929,"-0.7%",59162.5583668822,58882.9380643119,60034.8181478037,"-1.0%",59667.0987318202,59796.0682779788,59298.7618874316,"0.4%",NA,NA,NA,NA
"ASSISTANT HOUSEKEEPER",80245.2687633572,80245.2687633572,80245.2687633572,"0.0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASSISTANT HOUSING MANAGER",69961.7793151158,70363.3942841499,69810.5474017179,"0.4%",69376.7384276499,69930.4338768356,69171.7974558327,"0.5%",73850.1943090556,73970.4925865552,73804.2257548433,"0.1%",74891.6717475307,75453.27402133,74687.0011401069,"0.5%",72355.3117539411,72579.2794198343,72282.9193465238,"0.2%",72277.5103153712,73005.0535612563,72051.0749426026,"0.7%",73935.9694656489,74255.3316713416,73839.8076914121,"0.3%"
"ASSISTANT LANDSCAPE ARCHITECT",64079.4331140994,63816.9509678378,64285.1385562061,"-0.4%",64746.9686817556,64537.1237654205,64930.4286774542,"-0.3%",64989.5151835728,64986.2339769117,64992.7214411177,"0.0%",65051.3603271198,64629.1111577623,65565.3277932735,"-0.7%",64025.6357806051,63406.9372787086,64916.4929660201,"-1.2%",64593.3207752921,64844.5902513861,64303.1393705476,"0.4%",67919.2777777778,67410.335392322,68287.0326765545,"-0.6%"
"ASSISTANT LAUNDRY SUPERVISOR",40508.079694475,40508.079694475,40508.079694475,"0.0%",42342.465494389,42342.465494389,42342.465494389,"0.0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASSISTANT LEGISLATIVE REPRESENTATIVE",85499.6233327733,77839.8083343631,95752.9542579994,"-10.3%",105159.276648279,107409.586788791,103643.046362965,"1.8%",94523.0174395363,87293.2115730562,101752.823306016,"-7.6%",97735.5053260108,92397.4871303429,103073.523521679,"-5.5%",93418.974599484,86239.4377249419,98205.3325158455,"-6.5%",114828.074215774,125808.806108118,100226.693907901,"11.3%",114968.428571429,124131.322680026,102815.990299323,"9.4%"
"ASSISTANT MECHANICAL ENGINEER",63956.2039975736,63493.7655525697,66348.4909528798,"-2.2%",65740.8209213879,64975.4942062478,69240.8215151899,"-3.2%",65671.1995459504,65267.7683058846,67642.5921850408,"-1.8%",67749.6377631509,67726.7770008022,67826.688305649,"-0.1%",66162.3827125815,65768.7326955237,67465.7600619577,"-1.3%",67340.1457364072,66865.8306905554,69493.3931694613,"-1.9%",67780.8205128205,66943.319568337,71546.830222443,"-3.3%"
"ASSISTANT MEDIA SERVICES TECHNICAN",43452.8601995523,43452.8601995523,43452.8601995523,"0.0%",46259.8172786831,46266.8935893359,40956.6087074405,"6.1%",45537.6016764941,45553.2333808486,38082.0256949464,"8.9%",NA,NA,NA,NA,NA,NA,NA,NA,33013.2355893846,33015.5066149387,32315.3112405591,"1.1%",28107,28107,28107,"0.0%"
"ASSISTANT PLAN EXAMINER",75896.1337114458,76541.7798190837,74609.889994005,"1.3%",79316.4075369124,79568.5095833526,78964.7269365846,"0.4%",72582.3898334076,72196.1851001418,73218.6734269131,"-0.7%",72454.0818714563,72267.2292725312,72889.5560769679,"-0.4%",69850.2772765352,69863.2033990596,69825.7969275105,"0.0%",71452.6700064196,71817.8556843709,70956.5230043046,"0.6%",73066.3663366337,73298.6003799225,72724.2503642087,"0.4%"
"ASSISTANT PRINCIPAL",116815.996990173,118032.58279469,116195.233987709,"0.8%",118545.595980371,119840.158476027,117868.246653927,"0.8%",120192.266726621,121658.563400654,119436.590081346,"0.9%",122745.772630104,124658.836621986,121784.128336456,"1.2%",125033.488521945,126938.014527011,124112.20058855,"1.1%",131052.918743078,133013.918670896,130102.429988544,"1.1%",134115.653130288,135652.229209967,133381.644277802,"0.8%"
"ASSISTANT PRINCIPAL ADMIN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132670.333333333,134017.953883378,129996.035463107,"1.5%"
"ASSISTANT PRINCIPAL ASSIGNED",116325.335356678,111441.737098078,117541.734771772,"-2.7%",119429.931072091,119626.412610328,119299.81443908,"0.1%",125288.144228463,125571.562929985,125100.454904034,"0.2%",127518.539378079,127807.021362832,127327.496978486,"0.2%",125471.392824155,127159.676882003,120455.539214361,"2.7%",133155.039655132,131428.533801162,134882.403442744,"-1.3%",141251.5,146030.477843724,138857.919333418,"2.5%"
"ASSISTANT PRINCIPAL CUSTODIAL SUPERVISOR",41935.3657978932,41933.9314124776,42799.0882315877,"-1.0%",42641.177773009,42641.177773009,42641.177773009,"0.0%",42199.5735308815,42199.5735308815,42199.5735308815,"0.0%",45842.7001216321,45842.6980897033,45843.5139613158,"0.0%",44562.2824903653,44562.2844541431,44561.5708707504,"0.0%",43824.9342871238,43827.4089878949,43811.8584221699,"0.0%",47132.2,47137.4226363085,47104.6045477047,"0.0%"
"ASSISTANT PRINTING PRESS OPERATOR",55984.9829786158,55881.4324126126,56225.0383364661,"-0.3%",57437.7173279138,57235.2629232597,58240.0455275525,"-0.9%",59170.3973393741,59193.9663882312,59088.6903716458,"0.1%",59327.5821999435,59421.2377704305,58593.4485077852,"0.7%",58703.4151561057,58956.8724505083,56964.652881804,"1.7%",60233.0750052858,60491.1241026685,58462.8121430382,"1.7%",62911.4285714286,63438.0077394625,59816.3772797267,"2.9%"
"ASSISTANT PROFESSOR",75504.7632586897,75050.1861833248,75793.562639767,"-0.5%",76285.8601311946,75636.067819138,76717.7619351071,"-0.7%",75595.0016569924,74816.6231739593,76169.9934841223,"-0.9%",82787.8274968002,81386.2552485246,83933.4257603675,"-1.5%",80973.3442951469,80076.6831152844,81719.1195082109,"-1.0%",80195.0922761143,79856.1211296255,80477.3677545084,"-0.4%",83883.1940850277,83385.6533112064,84303.9386246948,"-0.5%"
"ASSISTANT PURCHASING AGENT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44821.7566189771,44821.7566189771,NA,NA,43654,42783,43655.5250260221,"-1.0%"
"ASSISTANT RESIDENT BUILDING SUPT",65804.130242096,66028.0672637392,65092.8653362065,"0.7%",69645.1209288574,69629.580503163,69698.340581621,"0.0%",71375.4621516564,71446.8571925374,71111.0608501623,"0.2%",72364.8976272842,72552.6220784228,71780.6053306627,"0.5%",67654.6958142232,67799.3810300282,67292.223804256,"0.4%",68758.8924764244,68902.8616241692,68282.9160911052,"0.5%",70078.8011363636,70278.3975356047,69488.8680514761,"0.6%"
"ASSISTANT RETIREMENT BENEFITS EXAMINER",47725.8277881053,47542.3727972133,47888.2696069522,"-0.4%",49020.5346550242,49572.3038299504,48604.3644325833,"1.0%",48950.0867811344,49656.833486359,48562.4146375408,"1.1%",48888.5748305928,49085.3752152887,48749.4701370639,"0.3%",47167.8350732273,47121.389780482,47201.5374127937,"-0.1%",48525.9742350954,48908.8060877444,48225.7960543203,"0.7%",50131.5714285714,50332.7051412594,50023.3048525685,"0.3%"
"ASSISTANT SECRETARY TO THE COMPTROLLER",52585.3661620952,56374.6560584369,48790.5459235935,"7.2%",53811.5017861877,57689.102179864,49928.2421641273,"7.2%",54585.5698331001,58519.2696149997,50646.1289476314,"7.2%",57556.8454289681,59281.8758738401,55829.2973597238,"3.0%",54274.0628085486,54274.0628085486,NA,NA,75532.102332793,75532.102332793,NA,NA,NA,NA,NA,NA
"ASSISTANT SERGEANT AT ARMS",55070.4313011369,62526.8731703514,43914.1508250902,"17.5%",45100.6064562434,43880.1085707618,47871.1012085009,"-4.3%",48384.8955918116,49501.5043559855,46152.1838913992,"3.5%",46627.2447086534,46667.3047285996,46387.6051551361,"0.3%",47971.249541585,48448.5440074548,45119.3062204054,"3.6%",49423.9555889669,49421.8706329823,50552.5689919957,"-1.1%",54523.2,54802.8602807698,52047.2108635678,"2.6%"
"ASSISTANT SUPERINTENDENT",156228.118634896,161292.56689727,154425.819223155,"2.2%",163155.745409458,166448.340309761,161951.227514943,"1.4%",163795.24311286,164431.920540802,163515.187933169,"0.3%",166020.789922063,164598.972510892,166665.881903675,"-0.6%",161788.293130116,161094.693383103,162109.5176569,"-0.3%",166689.120482106,166192.144019789,166928.597691051,"-0.2%",171931.541899441,172702.032219713,171523.536426069,"0.3%"
"ASSISTANT SUPERINTENDENT OF WELFARE SHELTERS",63895.4189979602,64094.1695309741,63586.7960278114,"0.4%",66602.9892853987,66571.2103550418,66650.1536100464,"-0.1%",67147.6877765008,66839.5885868816,67570.6067773064,"-0.5%",67770.8356382944,67783.6953878833,67755.1624600708,"0.0%",66028.8504243312,66169.594098104,65862.4653663548,"0.2%",67327.1187219293,67882.7738889095,66704.4064933154,"0.9%",69133.2,70004.9246135457,68086.1848004034,"1.4%"
"ASSISTANT SUPERVISING CHIEF SURGEON",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,182108,182108,182108,"0.0%"
"ASSISTANT TEACHER",23368.2861818228,23014.3716375194,23440.6837855596,"-0.9%",23470.198925342,23167.8771303049,23520.6008745749,"-0.8%",22994.6385518689,22747.9381043703,22999.8149616704,"-0.6%",30883.6670994093,30965.5030713668,30881.7335810504,"0.1%",29458.0887641676,29197.215852152,29501.6696724102,"-0.5%",32779.3210609157,32066.2356552876,32794.0289882541,"-1.1%",29746.9090909091,29801.1685418195,29740.3904528403,"0.1%"
"ASSISTANT TO DEPUTY COMPTROLLER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125886.837221322,125886.837221322,125886.837221322,"0.0%",113300,111478.320353123,113301.666544324,"-0.8%"
"ASSISTANT TO HEO",53685.5929726722,53039.207716111,53941.4748703237,"-0.8%",52991.8715678546,51070.6577740397,53779.0240595614,"-2.6%",52065.4696323402,50655.4563661336,52622.9221737208,"-1.9%",56919.1153789389,55831.4166175027,57334.4053649621,"-1.3%",55862.029691698,55890.8264836488,55851.9381016229,"0.0%",56034.9334667672,56569.4838947422,55859.5487919701,"0.6%",57607.4193548387,58713.0937283799,57271.3155981896,"1.2%"
"ASSISTANT TO POLICE COMMISSIONOR",195162.183694374,NA,195162.183694374,NA,197734.540956084,NA,197734.540956084,NA,228470.434039576,NA,228470.434039576,NA,231435.611981374,NA,231435.611981374,NA,213305.259148963,213305.259148963,213305.259148963,"0.0%",218785.28052247,218785.28052247,218785.28052247,"0.0%",241116,241116,241116,"0.0%"
"ASSISTANT TO THE CHAIRMAN",NA,NA,NA,NA,NA,NA,NA,NA,58909.5292824305,NA,58909.5292824305,NA,65188.6050397454,65188.6050397454,NA,NA,179206.811160302,179206.811160302,179206.811160302,"0.0%",203952.789813705,203952.789813705,203952.789813705,"0.0%",NA,NA,NA,NA
"ASSISTANT TO THE COMMISSIONER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92163.502882441,92163.502882441,92163.502882441,"0.0%",NA,NA,NA,NA,NA,NA,NA,NA
"ASSISTANT TO THE COMMISSIONER OF PARKS AND RECREATION",NA,NA,NA,NA,NA,NA,NA,NA,151639.55486708,151639.55486708,151639.55486708,"0.0%",153607.464695981,153607.464695981,153607.464695981,"0.0%",163846.227346562,163846.227346562,163846.227346562,"0.0%",158113.86754998,158113.86754998,158113.86754998,"0.0%",161710,161710,161710,"0.0%"
"ASSISTANT TO THE COMPTROLLER",194559.349393629,194559.349393629,194559.349393629,"0.0%",199094.980572842,199094.980572842,199094.980572842,"0.0%",201959.003697781,201959.003697781,201959.003697781,"0.0%",198621.679112454,198621.679112454,198621.679112454,"0.0%",193088.682772239,193088.682772239,193088.682772239,"0.0%",NA,NA,NA,NA,133900,133900,133900,"0.0%"
"ASSISTANT TO THE DEPUTY COMMISSIONER",NA,NA,NA,NA,NA,NA,NA,NA,166017.764341395,NA,166017.764341395,NA,168172.591009055,NA,168172.591009055,NA,163487.813724241,NA,163487.813724241,NA,149674.413982663,149674.413982663,149674.413982663,"0.0%",NA,NA,NA,NA
"ASSISTANT TO THE DEPUTY MAYOR",198676.187235226,194103.719738594,204387.261894042,"-2.6%",193757.723301509,202515.320189063,186042.38110164,"4.2%",196789.195215014,200678.190115174,193493.674485131,"1.8%",201023.392281892,204435.214187051,199027.318220481,"1.3%",210456.894890435,207908.03730772,211948.094797264,"-1.0%",200516.985542791,188460.042922555,210056.984375251,"-5.4%",211150,211150,211150,"0.0%"
"ASSISTANT TO THE MAYOR",176896.629652111,169524.707956471,184228.870236781,"-4.2%",188526.04951674,169707.806703955,225771.677613199,"-14.2%",198892.137900593,183626.603994086,229106.138444222,"-11.0%",192973.439632401,153515.820377674,232131.885511765,"-20.4%",187597.786078288,149239.336178616,225665.396663603,"-20.4%",153074.365682336,153074.365682336,153074.365682336,"0.0%",120778,156452.601324796,85271.6641130016,"29.4%"
"ASSISTANT TO THE PRESIDENT",73803.0192913237,64556.2617461481,82998.5836709193,"-12.5%",79667.59704694,64589.7779857645,103493.427025199,"-23.1%",77217.6589102094,67651.4165585181,89061.4034487629,"-13.7%",77743.023909275,71129.2204321782,83707.7129204171,"-8.1%",81560.4810106061,75951.5461943792,86700.5160749991,"-6.6%",84336.501841215,79292.6170249587,87930.877370096,"-5.2%",87763.84,83506.6459876863,92356.2133353052,"-5.0%"
"ASSISTANT TO THE PUBLIC ADVOCATE",46622.0772158782,44452.8087356617,48781.4662935086,"-4.6%",53419.1713477827,54052.0087104368,52083.9253873215,"1.9%",52580.1976492676,50207.4614921461,56638.2895345961,"-6.0%",57381.2816007929,53966.1670746374,60714.3934786563,"-5.9%",56066.1309201516,54093.1280673774,57883.9881344466,"-3.4%",53436.3120629048,52941.1905255321,54429.8760173555,"-1.4%",54187.5,54140.997636526,54252.088911935,"-0.1%"
"ASSISTANT TRANSPORTATION SPECIALIST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61221.3414634146,61213.2574421603,61246.8312419691,"0.0%"
"ASSISTANT URBAN DESIGNER",66921.6549059777,64422.7938074259,68607.2847971368,"-3.1%",65676.4400762443,62393.7989666847,68802.2726260638,"-4.9%",63414.1446215604,62557.8854289966,64010.895061525,"-1.1%",65119.3743701683,64046.1144891045,65588.4711640461,"-1.2%",63354.1021382085,63182.9687800072,63474.4251308532,"-0.2%",65182.2493646694,65068.9811799329,65269.5861543897,"-0.2%",69315.2352941177,68686.0668182329,69705.5650968954,"-0.7%"
"ASSISTANT VICE PRESIDENT",153294.582543597,153505.922665996,153203.872773132,"0.1%",152346.184281549,155173.199178934,150459.639830912,"1.5%",153007.327028783,157585.260672765,149343.63432408,"2.7%",150412.554150848,153363.096982644,146876.265609693,"2.2%",158560.138436793,161409.571935911,154294.630473657,"2.3%",153731.843582334,154839.425456385,151248.670643836,"1.2%",153137,154382.335099679,150239.901735667,"1.4%"
"ASSOC INSPECTOR",78063.7892433957,78869.3413516622,75665.9230735368,"2.1%",82910.244543607,83833.2686996875,80162.7023609034,"2.2%",84512.9495615131,85453.897924736,81712.0528540216,"2.2%",83116.3931357733,84041.7925507018,80361.7805813611,"2.2%",80801.0230256872,81700.6436253377,78123.145605377,"2.2%",87409.7771982992,87409.2306065022,87574.8393005038,"-0.1%",85901,85901.1740816764,85841.8178469067,"0.0%"
"ASSOC SPVR OF SCHOOL SECURITY",68594.6501986671,68939.1563661036,68275.4956572039,"0.5%",68437.2475173496,68721.5125055784,68152.5506099729,"0.4%",76153.9933798649,77114.8288683066,75320.0884989734,"1.2%",78220.6232502414,79689.8672583844,77025.0251085816,"1.7%",76466.0861184543,77674.1081113447,75497.9638393484,"1.4%",75574.9971069573,77127.9637105468,74658.6901542185,"1.6%",75167.1034482759,76435.2456784348,74390.3714694736,"1.4%"
"ASSOC SUPVR OF SCHL SEC",92175.0993588528,92175.0993588528,92175.0993588528,"0.0%",95902.5150363759,96219.9870233151,95902.3824902851,"0.2%",97287.8380138583,97604.5213621827,97287.7057970279,"0.2%",113349.274384775,123589.210226924,113344.999162007,"4.3%",112811.199644871,120146.390435392,112806.604969243,"3.2%",113409.605312409,108826.621256001,115694.426121183,"-3.1%",115989,111301.507843235,118325.922731765,"-3.1%"
"ASSOC WATER USE INSPECTOR-MGRL",NA,NA,NA,NA,120208.964036405,120208.964036405,NA,NA,121938.441285229,121938.441285229,NA,NA,147473.615667195,147473.615667195,NA,NA,143365.448928242,143365.448928242,NA,NA,147048.918105575,147048.918105575,NA,NA,164800,164800,NA,NA
"ASSOCIATE ADMINISTRATOR",142182.758579893,143925.514966131,136122.037319378,"2.8%",144935.462146427,144788.221951701,146098.064732588,"-0.5%",144062.718319009,143289.019732991,147135.654847729,"-1.3%",140842.335791912,140631.171018789,141263.89131196,"-0.2%",149004.660592573,146568.814897701,152413.905268816,"-2.0%",144062.994226096,143660.452607932,144866.932233226,"-0.4%",145285.181818182,142649.544577826,148445.05150044,"-2.0%"
"ASSOCIATE AIR POLLUTION INSPR",59154.7421121186,59355.1354819989,58043.6393903832,"1.1%",61754.6842006628,61941.1095993334,60721.9375142081,"1.0%",62156.6225364781,62241.3360468802,61602.6516477588,"0.5%",63282.6138955438,63413.4653886486,62426.0477759876,"0.8%",58956.5201605494,58655.409154523,60624.0780350209,"-1.7%",64317.1429859839,63889.7119867202,67309.7680676376,"-2.6%",66172.7833333333,65759.0166259401,68868.7368593856,"-2.3%"
